STATION,NAME,STATE,LATITUDE,LONGITUDE,ELEVATION,DATE,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-01,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-02,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-03,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-04,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-05,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-06,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-07,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-08,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-09,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-10,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-11,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-12,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-13,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-14,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-15,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-16,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-17,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-18,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-19,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-20,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-21,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-22,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-23,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-24,,,,,,
US1IAST0011,"BETTENDORF 1.5 NW, IA US",IOWA,41.57852,-90.49899,214.9,2010-01-25,,,,,,
